startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,gender,race,party,age,q_children,q_edu,q_inc,q_zip,q_health,q_health_yn_1,q_health_yn_2,q_health_yn_3,q_health_yn_4,q_health_yn_5,q_health_yn_6,q_trust_general_1,q_trust_general_2,q_trust_general_3,q_trust_general_4,q_trust_general_5,q_trust_general_6,q_trust_general_7,q_trust_general_8,q_trust_general_9,q_trust_general_10,q_trust_general_11,q_trust_general_12,q_consume_general_1,q_consume_general_2,q_consume_general_3,q_consume_general_4,q_consume_general_5,q_consume_general_6,q_consume_general_7,q_consume_general_8,q_consume_general_9,q_consume_general_10,q_consume_general_11,q_consume_general_12,q_trust_covid_1,q_trust_covid_2,q_trust_covid_3,q_trust_covid_4,q_trust_covid_5,q_trust_covid_6,q_trust_covid_7,q_trust_covid_8,q_trust_covid_9,q_trust_covid_10,q_trust_covid_11,q_trust_covid_12,q_consume_covid_1,q_consume_covid_2,q_consume_covid_3,q_consume_covid_4,q_consume_covid_5,q_consume_covid_6,q_consume_covid_7,q_consume_covid_8,q_consume_covid_9,q_consume_covid_10,q_consume_covid_11,q_consume_covid_12,q108_do,social_dist_now,social_dist_twoweeks,normalprob0,normalprob,distancingprob,wtpdistancing,q_origin,q_trumptest,q_economy,q_cases_inc,q_trump_inc,q_cases_uninc,q_trump_uninc,q_greater,q_less,aid,incentivized,factualquestions_do,quantitativepredictionsincentivi,quantitativepredictionsunincenti
2020-04-04 15:27:35,2020-04-04 15:36:15,IP Address,73.232.207.235,100,520,True,2020-04-04 15:36:16,R_278ar4lZRNmoyuq,,,,,30.212097,-95.526299,anonymous,EN,Male,Hispanic or Latinx,Independent (Lean toward the Democratic Party),29,0,Associate's degree,"$20,000 to $29,999",77385,Excellent,No,No,No,No,No,No,Not very much,Not familiar with this outlet,Not very much,Not very much,A fair amount,A fair amount,A fair amount,A great deal,Not very much,A fair amount,A fair amount,A fair amount,Rarely,Not familiar with this outlet,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Not very much,Not familiar with this outlet,Not very much,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Rarely,Rarely,Sometimes,Never,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,"Network news (ABC, CBS, NBC)|Breitbart|Fox News|The World Health Organization (WHO)|Facebook|MSNBC|The Wall Street Journal|The New York Times|Twitter|Wikipedia|The Centers for Disease Control (CDC)|CNN",90,50,10,,0,500,It came about naturally,"Yes, and he tested negative",7,,,500000,50,True News,True News,5e88df51-dc37-7612-7f1f-1a52dcc98ac4,0,Q115|Q114,,Q85|Q113|Q112
2020-04-04 15:28:01,2020-04-04 15:36:46,IP Address,172.223.5.171,100,524,True,2020-04-04 15:36:46,R_3m8fFiHYrsDXxFm,,,,,32.914398,-85.941002,anonymous,EN,Male,Black or African American (Not Hispanic or Latinx),Independent (Lean toward the Republican Party),19,0,High school diploma or equivalent (for example: GED),"$20,000 to $29,999",35010,Very good,No,No,No,Yes,No,No,A great deal,Not familiar with this outlet,A great deal,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A fair amount,A great deal,A great deal,Sometimes,Not familiar with this outlet,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,A great deal,Not familiar with this outlet,A great deal,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Often,Not familiar with this outlet,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"The Wall Street Journal|MSNBC|The World Health Organization (WHO)|Facebook|CNN|Wikipedia|The Centers for Disease Control (CDC)|Twitter|Network news (ABC, CBS, NBC)|Fox News|Breitbart|The New York Times",99,50,75,,20,500,It came about naturally,"No, he has not taken a test",6,,,20000,80,True News,Fake News,5e88df66-4250-933b-cc6b-a3aac6b688cb,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 15:28:21,2020-04-04 15:36:47,IP Address,68.204.68.57,100,505,True,2020-04-04 15:36:47,R_2PALtC0sVALhxq5,,,,,28.527405,-81.601196,anonymous,EN,Male,White (Not Hispanic or Latinx),Independent (Lean toward the Republican Party),42,2,"Graduate degree (for example: MA, MBA, JD, PhD)","$100,000 to $124,999",34787,Very good,No,No,No,No,No,No,None at all,A fair amount,None at all,Not very much,A fair amount,None at all,None at all,A fair amount,Not very much,Not very much,Not very much,None at all,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Rarely,Rarely,None at all,A fair amount,None at all,None at all,A fair amount,None at all,None at all,A fair amount,Not very much,Not very much,Not very much,Not very much,Rarely,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Rarely,Rarely,"CNN|The Wall Street Journal|Facebook|MSNBC|Fox News|Wikipedia|Network news (ABC, CBS, NBC)|Breitbart|The World Health Organization (WHO)|The Centers for Disease Control (CDC)|Twitter|The New York Times",75,25,50,,5,5000,It was made accidentally in a lab,"Yes, and he tested negative",3,,,100000,55,True News,True News,5e88df45-c6d3-a2fe-feff-abd33e078c5b,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 15:27:56,2020-04-04 15:37:06,IP Address,74.131.175.109,100,549,True,2020-04-04 15:37:06,R_3IVn5Q5D0boeoVj,,,,,38.0858,-85.651001,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),75,0,Some college but no degree,"$30,000 to $39,999",40229,Good,No,No,No,No,Yes,Yes,A fair amount,A great deal,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Sometimes,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,A fair amount,A fair amount,A fair amount,Not very much,A great deal,A great deal,A fair amount,Not very much,A fair amount,Not very much,A great deal,A fair amount,Sometimes,Often,Rarely,Sometimes,Often,Often,Rarely,Rarely,Sometimes,Rarely,Often,Often,"The World Health Organization (WHO)|The New York Times|CNN|Network news (ABC, CBS, NBC)|Wikipedia|The Centers for Disease Control (CDC)|The Wall Street Journal|Facebook|Twitter|Fox News|MSNBC|Breitbart",100,30,20,,20,800,It came about naturally,"Yes, and he tested negative",7,,,70000,67,Equally likely to be both,True News,5e88df49-f28c-dd19-12f3-db833e77578e,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 15:30:29,2020-04-04 15:38:47,IP Address,174.72.200.8,100,498,True,2020-04-04 15:38:48,R_Zb25mk9AJ7Sm0ut,,,,,36.178802,-115.1715,anonymous,EN,Female,Asian or Pacific Islander,Republican (Strongly Republican),30,1,High school diploma or equivalent (for example: GED),"$50,000 to $59,999",89102,Excellent,No,No,No,Yes,No,No,A great deal,A fair amount,A fair amount,A great deal,A great deal,A great deal,A great deal,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,Sometimes,Rarely,Rarely,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,A fair amount,Not very much,Not very much,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,"The Centers for Disease Control (CDC)|The Wall Street Journal|Wikipedia|The World Health Organization (WHO)|Breitbart|MSNBC|The New York Times|Fox News|Twitter|CNN|Facebook|Network news (ABC, CBS, NBC)",10,80,50,,0,1000,It was made accidentally in a lab,"No, he has not taken a test",7,,,300000,40,Equally likely to be both,Fake News,5e88dff6-d6e9-0456-c27f-7588a91f535b,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 15:28:20,2020-04-04 15:38:55,IP Address,68.224.67.105,100,634,True,2020-04-04 15:38:55,R_3wTXUZz3h7uV1yV,,,,,36.171494,-115.2813,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),56,0,Some college but no degree,"$20,000 to $29,999",89166,Fair,No,No,No,No,No,No,A great deal,Not familiar with this outlet,Not familiar with this outlet,Not very much,A fair amount,Not very much,A great deal,A great deal,Not very much,Not very much,A great deal,A great deal,Often,Not familiar with this outlet,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,A great deal,Not familiar with this outlet,Not very much,None at all,A fair amount,A fair amount,A fair amount,A fair amount,None at all,Not very much,A great deal,A great deal,Often,Not familiar with this outlet,Never,Rarely,Never,Never,Often,Never,Never,Never,Often,Sometimes,"The New York Times|The Centers for Disease Control (CDC)|Wikipedia|Twitter|Breitbart|Facebook|The Wall Street Journal|Network news (ABC, CBS, NBC)|CNN|MSNBC|Fox News|The World Health Organization (WHO)",100,75,100,,10,500,It came about naturally,"No, he has not taken a test",6,886130,40,,,,,5e88df85-6530-a7b2-9a84-c93398ce8933,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 15:29:37,2020-04-04 15:39:27,IP Address,173.245.146.71,100,590,True,2020-04-04 15:39:28,R_1j7f03DZCSQF9cB,,,,,44.1931,-75.067101,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),52,0,High school diploma or equivalent (for example: GED),"$40,000 to $49,999",13639,Good,No,No,No,No,Yes,No,A fair amount,Not familiar with this outlet,A fair amount,None at all,A great deal,A great deal,A fair amount,A fair amount,None at all,Not familiar with this outlet,None at all,None at all,Sometimes,Not familiar with this outlet,Often,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,A fair amount,Not familiar with this outlet,A fair amount,None at all,A great deal,A fair amount,None at all,None at all,None at all,Not familiar with this outlet,A fair amount,A great deal,Often,Never,Often,Never,Often,Often,Never,Never,Never,Never,Never,Never,"Breitbart|Facebook|The World Health Organization (WHO)|The Wall Street Journal|The New York Times|The Centers for Disease Control (CDC)|Wikipedia|Fox News|CNN|MSNBC|Network news (ABC, CBS, NBC)|Twitter",90,50,50,,100,2500,It came about naturally,"Yes, and he tested negative",3,,,1000,90,Equally likely to be both,True News,5e88df73-59cf-053d-e6c8-9e15d9fedd2b,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 15:28:43,2020-04-04 15:40:15,IP Address,68.98.59.242,100,692,True,2020-04-04 15:40:16,R_1jkrZ1YZWmE28J5,,,,,33.467896,-111.7155,anonymous,EN,Male,White (Not Hispanic or Latinx),Independent (Do not lean towards either party),65,0,Associate's degree,"$50,000 to $59,999",85215,Good,No,No,No,No,Yes,Yes,A great deal,Not very much,A great deal,Not very much,A great deal,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,Often,Never,Never,Never,Often,Never,Never,Never,Never,Often,Often,Often,A great deal,None at all,A great deal,None at all,A great deal,A great deal,A great deal,A great deal,None at all,A great deal,A great deal,A great deal,Often,Never,Never,Never,Often,Never,Never,Never,Never,Never,Often,Often,"Network news (ABC, CBS, NBC)|The World Health Organization (WHO)|Breitbart|Facebook|Wikipedia|The Centers for Disease Control (CDC)|Fox News|The New York Times|Twitter|MSNBC|The Wall Street Journal|CNN",100,80,50,,10,1500,It came about naturally,"Yes, and he tested negative",7,50000,85,,,,,5e88df79-ab09-b26f-c16a-347b5115a894,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 15:28:52,2020-04-04 15:40:27,IP Address,99.102.108.158,100,694,True,2020-04-04 15:40:27,R_2ccRM0kB0v165Jo,,,,,41.799606,-88.006599,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Weakly Democratic),63,0,Bachelor's degree,"$60,000 to $74,999",60515,Good,No,No,No,No,No,No,A great deal,None at all,A fair amount,None at all,Not very much,Not very much,A fair amount,A great deal,None at all,A fair amount,A great deal,A fair amount,Often,Never,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Often,Rarely,Never,A great deal,None at all,A fair amount,None at all,Not very much,Not very much,A fair amount,A fair amount,None at all,Not very much,A great deal,A fair amount,Often,Never,Often,Never,Rarely,Rarely,Often,Sometimes,Never,Rarely,Sometimes,Sometimes,"Facebook|Wikipedia|The New York Times|Fox News|The World Health Organization (WHO)|The Wall Street Journal|Breitbart|Network news (ABC, CBS, NBC)|CNN|MSNBC|Twitter|The Centers for Disease Control (CDC)",80,80,60,,30,6000,It came about naturally,"Yes, and he tested negative",4,,,300000,47,True News,True News,5e88df6e-f4bf-21ca-66cb-997799db3ef7,0,Q115|Q114,,Q85|Q113|Q112
2020-04-04 15:27:59,2020-04-04 15:40:30,IP Address,184.167.253.122,100,751,True,2020-04-04 15:40:31,R_1IshdYHuCe4rfss,,,,,48.404907,-114.3472,anonymous,EN,Male,White (Not Hispanic or Latinx),Democrat (Weakly Democratic),59,1,Bachelor's degree,"$75,000 to $99,999",59901,Good,No,No,No,No,No,No,A fair amount,Not familiar with this outlet,A fair amount,Not very much,None at all,Not very much,Not very much,A fair amount,Not familiar with this outlet,None at all,A fair amount,A fair amount,Often,Not familiar with this outlet,Often,Never,Never,Rarely,Sometimes,Sometimes,Not familiar with this outlet,Never,Sometimes,Sometimes,A fair amount,Not familiar with this outlet,A fair amount,Not very much,Not very much,A fair amount,A fair amount,Not very much,Not familiar with this outlet,None at all,A fair amount,A fair amount,Often,Not familiar with this outlet,Often,Never,Never,Never,Sometimes,Sometimes,Not familiar with this outlet,Never,Sometimes,Sometimes,"Twitter|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|Wikipedia|MSNBC|Fox News|The Centers for Disease Control (CDC)|The Wall Street Journal|The New York Times|Breitbart|Facebook|CNN",90,60,60,,0,4000,It came about naturally,"Yes, and he tested negative",6,,,230000,45,True News,True News,5e88df50-1e59-27f8-bd88-713ec0bf96a1,0,Q115|Q114,,Q85|Q113|Q112
2020-04-04 15:29:12,2020-04-04 15:40:36,IP Address,24.177.248.55,100,683,True,2020-04-04 15:40:36,R_30kjgeLaPErDtmC,,,,,41.800598,-72.246597,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),57,0,Some college but no degree,"$1 to $9,999",06268,Fair,No,No,No,No,Yes,Yes,A fair amount,Not familiar with this outlet,Not very much,Not familiar with this outlet,Not very much,Not familiar with this outlet,Not very much,None at all,None at all,A fair amount,A fair amount,None at all,Often,Not familiar with this outlet,Never,Never,Sometimes,Never,Never,Never,Never,Often,Never,Never,A fair amount,Not familiar with this outlet,A fair amount,None at all,A fair amount,A fair amount,None at all,None at all,None at all,Not very much,A fair amount,A fair amount,Often,Not familiar with this outlet,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,"Wikipedia|MSNBC|Breitbart|CNN|The New York Times|Facebook|Network news (ABC, CBS, NBC)|The World Health Organization (WHO)|Fox News|Twitter|The Centers for Disease Control (CDC)|The Wall Street Journal",100,100,100,,1,200,It came about naturally,"Yes, and he tested negative",7,,,50000,80,Equally likely to be both,Equally likely to be both,5e88df6c-28ab-ab28-6def-a22d50f3cdbe,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 15:29:04,2020-04-04 15:40:39,IP Address,174.27.194.29,100,694,True,2020-04-04 15:40:39,R_2sTNy8H9i2kO9Ec,,,,,43.578003,-116.29539,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),67,0,Some college but no degree,"$20,000 to $29,999",83705,Fair,Yes,No,No,No,No,No,A great deal,Not familiar with this outlet,Not very much,Not very much,Not familiar with this outlet,A fair amount,Not very much,Not very much,Not familiar with this outlet,Not very much,A fair amount,A fair amount,Often,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,A great deal,Not familiar with this outlet,A fair amount,A fair amount,Not very much,A fair amount,Not very much,Not very much,None at all,Not very much,A great deal,A great deal,Often,Not familiar with this outlet,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,"The Centers for Disease Control (CDC)|The World Health Organization (WHO)|The New York Times|Facebook|The Wall Street Journal|Fox News|Network news (ABC, CBS, NBC)|CNN|Wikipedia|MSNBC|Breitbart|Twitter",90,90,100,,50,5000,It was developed intentionally in a lab,"No, he has not taken a test",7,1000,45,,,,,5e88df47-1847-db8f-8c97-77ce83f10cac,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 15:28:45,2020-04-04 15:41:09,IP Address,72.194.67.51,100,744,True,2020-04-04 15:41:10,R_Zs1KT5vybqO6J5n,,,,,33.641602,-117.6898,anonymous,EN,Female,Asian or Pacific Islander,Independent (Do not lean towards either party),38,5 or more,Some college but no degree,"$60,000 to $74,999",92691,Good,No,No,No,No,Yes,No,A fair amount,Not familiar with this outlet,Not very much,Not very much,Not very much,A fair amount,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Sometimes,Not familiar with this outlet,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,A fair amount,Not familiar with this outlet,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Sometimes,Not familiar with this outlet,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,"The New York Times|CNN|The Wall Street Journal|Wikipedia|MSNBC|Fox News|The World Health Organization (WHO)|Twitter|Breitbart|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|Facebook",95,85,50,,99,2000,It was developed intentionally in a lab,"Yes, and he tested negative",7,,,500000,20,True News,Fake News,5e88df59-0f73-3f80-cc9c-de793e0fafe6,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 15:59:48,2020-04-04 16:03:08,IP Address,76.183.242.76,100,200,True,2020-04-04 16:03:08,R_1n0GBqTBAj3EAZI,,,,,32.673096,-96.775497,anonymous,EN,Female,Black or African American (Not Hispanic or Latinx),Republican (Strongly Republican),39,1,High school diploma or equivalent (for example: GED),"$1 to $9,999",75241,Very good,No,No,No,Yes,Yes,Yes,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A great deal,A great deal,A great deal,A fair amount,A great deal,A great deal,A great deal,Rarely,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Rarely,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Not very much,A great deal,A great deal,A fair amount,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,"Twitter|MSNBC|The Wall Street Journal|The World Health Organization (WHO)|The New York Times|Wikipedia|CNN|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|Breitbart|Facebook|Fox News",100,100,100,,100,50,It was made accidentally in a lab,"No, he has not taken a test",5,,,200,75,True News,True News,5e88e6e8-c688-7d12-df85-9f8de7ad1a5d,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 15:59:30,2020-04-04 16:03:08,IP Address,172.58.35.53,100,218,True,2020-04-04 16:03:09,R_1f8DAx2K6a3THVm,,,,,38.686996,-121.3477,anonymous,EN,Male,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),22,0,Associate's degree,"$30,000 to $39,999",84067,Excellent,No,No,No,Yes,Yes,No,Not very much,A fair amount,A fair amount,A great deal,Not very much,Not very much,A fair amount,A fair amount,Not very much,A fair amount,Not very much,Not very much,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,Not very much,A great deal,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,"Breitbart|The World Health Organization (WHO)|Fox News|MSNBC|Facebook|Network news (ABC, CBS, NBC)|The Wall Street Journal|Wikipedia|Twitter|The Centers for Disease Control (CDC)|The New York Times|CNN",6,8,5,,8,60,It was made accidentally in a lab,"Yes, and he tested positive",5,6,6,,,,,5e88e6cf-fc9c-03f7-cba9-ae6379ae1c7c,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 16:00:57,2020-04-04 16:03:33,IP Address,98.247.148.138,100,156,True,2020-04-04 16:03:33,R_1FJLRaN0B5FAlBD,,,,,47.505798,-122.1157,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),41,0,Bachelor's degree,"$100,000 to $124,999",98059,Very good,No,No,No,No,No,No,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not familiar with this outlet,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Often,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,"The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|CNN|Breitbart|Facebook|Wikipedia|Twitter|The Centers for Disease Control (CDC)|Fox News|The New York Times|MSNBC|The Wall Street Journal",70,70,50,,50,50,It came about naturally,"Yes, and he tested negative",6,,,2000,20,Equally likely to be both,Equally likely to be both,5e88e73b-a7f8-aaf1-944f-7de6202f9b74,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 15:59:04,2020-04-04 16:03:53,IP Address,108.90.174.230,100,289,True,2020-04-04 16:03:53,R_1JKnsIO93irrdeX,,,,,41.675095,-87.732002,anonymous,EN,Male,Black or African American (Not Hispanic or Latinx),Independent (Lean toward the Democratic Party),29,0,Some college but no degree,"$1 to $9,999",60617,Good,No,No,No,No,No,No,None at all,Not familiar with this outlet,Not very much,Not very much,Not very much,None at all,Not very much,Not very much,Not very much,None at all,Not very much,None at all,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Not very much,Not very much,None at all,Not very much,Not very much,Not familiar with this outlet,Not very much,Not very much,Not very much,A fair amount,Not very much,Not very much,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Never,Rarely,"Breitbart|The Wall Street Journal|Twitter|The New York Times|Fox News|The Centers for Disease Control (CDC)|Facebook|The World Health Organization (WHO)|CNN|Wikipedia|Network news (ABC, CBS, NBC)|MSNBC",78,80,20,,30,20,It came about naturally,"No, he has not taken a test",5,20,30,,,,,5e88e6ac-f608-83c3-8bae-a343272111e6,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 15:59:37,2020-04-04 16:03:57,IP Address,50.27.237.171,100,260,True,2020-04-04 16:03:58,R_uh1KX7ozr1gFsd3,,,,,39.787903,-94.802902,anonymous,EN,Male,White (Not Hispanic or Latinx),Democrat (Weakly Democratic),34,0,Associate's degree,"$30,000 to $39,999",64507,Excellent,No,No,No,No,No,No,A fair amount,None at all,Not very much,Not very much,None at all,Not very much,A fair amount,Not very much,Not very much,Not very much,A fair amount,A fair amount,Often,Never,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Often,Sometimes,A fair amount,None at all,A fair amount,Not very much,None at all,Not very much,A fair amount,A fair amount,Not very much,None at all,A great deal,A fair amount,Often,Never,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,"Fox News|Twitter|The World Health Organization (WHO)|MSNBC|CNN|Network news (ABC, CBS, NBC)|The Wall Street Journal|The New York Times|Breitbart|Facebook|The Centers for Disease Control (CDC)|Wikipedia",65,35,15,,0,2000,It was developed intentionally in a lab,"Yes, and he tested negative",7,35000,35,,,,,5e88e6f8-e417-a8d2-7402-ca8870b46b87,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 16:00:08,2020-04-04 16:03:59,IP Address,73.9.221.212,100,230,True,2020-04-04 16:03:59,R_1OxCJQRGI9jqsrC,,,,,41.788803,-88.091599,anonymous,EN,Male,Asian or Pacific Islander,Democrat (Weakly Democratic),20,1,Bachelor's degree,"$150,000 or more",60532,Good,No,Yes,No,Yes,No,Yes,None at all,Not very much,Not very much,Not very much,A fair amount,A fair amount,A fair amount,Not very much,A great deal,None at all,A fair amount,A fair amount,Sometimes,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,A fair amount,A great deal,A fair amount,Not very much,A fair amount,A fair amount,Not very much,A great deal,A fair amount,Not very much,A fair amount,A fair amount,Sometimes,Often,Often,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Rarely,"Breitbart|CNN|The Centers for Disease Control (CDC)|The Wall Street Journal|The World Health Organization (WHO)|Facebook|The New York Times|Fox News|Twitter|Wikipedia|Network news (ABC, CBS, NBC)|MSNBC",26,52,50,,30,30000,It came about naturally,"Yes, and he tested negative",7,,,1000000,30,Equally likely to be both,Fake News,5e88e6bc-bf21-d629-f352-88d7966f71f9,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 15:59:49,2020-04-04 16:04:01,IP Address,75.23.162.234,100,252,True,2020-04-04 16:04:02,R_2dWGvgKLTCFonzp,,,,,33.924896,-117.4592,anonymous,EN,Male,Hispanic or Latinx,Democrat (Strongly Democratic),26,1,Some college but no degree,"$50,000 to $59,999",92505,Excellent,No,No,No,Yes,No,No,A fair amount,A fair amount,A great deal,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,Not very much,A fair amount,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,A fair amount,A fair amount,A fair amount,Not very much,Not very much,A fair amount,Not very much,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,"Breitbart|Wikipedia|Twitter|Fox News|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|Facebook|MSNBC|The Wall Street Journal|The World Health Organization (WHO)|The New York Times|CNN",75,85,75,,85,55,It came about naturally,"Yes, and he tested negative",6,,,500000,0,True News,Equally likely to be both,5e88e709-ccbb-d2ae-07f5-3580da6b0bc0,0,Q114|Q115,,Q85|Q112|Q113
